0.163,0.176
0.115,0.0
0.203,0.083
0.086,0.111
0.0,0.0
0.195,0.114
0.414,0.0
0.094,0.099
0.0,0.0
0.184,0.184
0.208,0.0
0.15,0.124
0.247,0.0
0.124,0.168
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.124,0.0
0.15,0.215
0.085,0.361
0.0,0.0
0.247,0.076
0.13,0.0
0.0,0.242
0.238,0.0
0.237,0.21
0.0,0.417
0.177,0.0
0.164,0.0
0.237,0.0
0.31,0.0
0.0,0.0
0.108,0.183
0.166,0.0
0.13,0.0
0.0,0.0
0.557,0.0
0.0,0.076
0.357,0.0
0.0,0.0
0.153,0.341
0.159,0.194
0.172,0.207
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.417
0.0,0.157
0.0,0.0
0.138,0.0
0.0,0.0
0.119,0.373
0.0,0.0
0.301,0.0
0.136,0.14
0.0,0.0
0.224,0.223
0.172,0.0
0.208,0.0
0.0,0.372
0.0,0.0
0.084,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.114
0.0,0.25
0.165,0.096
0.0,0.0
0.0,0.0
0.197,0.0
0.0,0.0
0.0,0.0
0.191,0.0
0.0,0.203
0.1,0.351
0.0,0.0
0.0,0.193
0.0,0.087
0.136,0.1
0.213,0.145
0.0,0.0
0.157,0.112
0.0,0.0
0.0,0.299
0.0,0.0
0.0,0.192
0.237,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.18
0.0,0.115
0.0,0.139
0.0,0.261
0.0,0.0
0.0,0.137
0.0,0.0
0.0,0.231
0.0,0.0
0.311,0.0
0.0,0.0
0.0,0.06
0.0,0.0
0.13,0.0
0.273,0.149
0.0,0.0
0.0,0.0
0.0,0.134
0.186,0.0
0.0,0.385
0.0,0.0
0.0,0.1
0.0,0.0
0.186,0.0
0.0,0.0
0.235,0.076
0.086,0.09
0.0,0.0
0.0,0.157
0.167,0.0
0.0,0.219
0.0,0.0
0.0,0.0
0.162,0.0
0.0,0.0
0.225,0.102
0.0,0.0
0.167,0.0
0.127,0.0
0.0,0.172
0.227,0.0
0.0,0.134
0.0,0.346
0.115,0.12
0.081,0.203
0.0,0.0
0.128,0.0
0.0,0.218
0.518,0.0
0.0,0.0
0.0,0.0
0.247,0.1
0.133,0.0
0.273,0.149
0.661,0.0
0.0,0.0
0.0,0.18
0.212,0.0
0.3,0.0
0.0,0.059
0.0,0.0
0.0,0.0
0.197,0.0
0.0,0.122
0.0,0.0
0.0,0.128
0.103,0.118
0.137,0.0
0.0,0.218
0.0,0.0
0.27,0.0
0.0,0.223
0.091,0.0
0.0,0.124
0.173,0.154
0.173,0.236
0.227,0.326
0.169,0.113
0.276,0.186
0.0,0.0
0.197,0.0
0.0,0.0
0.0,0.095
0.0,0.0
0.182,0.0
0.252,0.0
0.176,0.115
0.418,0.0
0.085,0.0
0.0,0.214
0.24,0.0
0.227,0.0
0.0,0.0
0.0,0.231
0.126,0.058
0.229,0.178
0.0,0.118
0.0,0.406
0.091,0.091
0.0,0.0
0.135,0.099
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.353
0.134,0.0
0.0,0.0
0.064,0.0
0.241,0.0
0.132,0.113
0.128,0.093
0.0,0.0
0.187,0.149
0.2,0.0
0.242,0.0
0.162,0.258
0.0,0.0
0.0,0.0
0.0,0.151
0.0,0.0
0.0,0.0
0.225,0.0
0.45,0.0
0.0,0.311
0.0,0.0
0.115,0.24
0.136,0.1
0.0,0.0
0.0,0.0
0.147,0.0
0.365,0.0
0.171,0.0
0.0,0.0
0.153,0.156
0.0,0.146
0.0,0.141
0.139,0.099
0.157,0.108
0.0,0.087
0.076,0.0
0.0,0.0
0.0,0.333
0.0,0.108
0.0,0.0
0.1,0.0
0.0,0.0
0.224,0.0
0.0,0.0
0.0,0.0
0.203,0.308
0.0,0.293
0.0,0.0
0.111,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.159,0.194
0.0,0.0
0.0,0.0
0.231,0.0
0.0,0.0
0.091,0.0
0.0,0.0
0.406,0.13
0.157,0.0
0.0,0.0
0.0,0.149
0.0,0.0
0.0,0.161
0.191,0.138
0.443,0.0
0.0,0.0
0.0,0.25
0.24,0.062
0.118,0.113
0.0,0.135
0.114,0.171
0.0,0.143
0.0,0.157
0.0,0.0
0.0,0.098
0.0,0.0
0.0,0.247
0.0,0.0
0.0,0.0
0.0,0.11
0.0,0.0
0.089,0.282
0.163,0.0
0.164,0.156
0.1,0.0
0.189,0.0
0.0,0.0
0.156,0.122
0.119,0.288
0.0,0.0
0.137,0.0
0.0,0.34
0.0,0.0
0.086,0.0
0.186,0.0
0.0,0.0
0.0,0.0
0.0,0.162
0.1,0.0
0.0,0.179
0.0,0.0
0.129,0.098
0.263,0.0
0.405,0.0
0.28,0.0
0.093,0.264
0.0,0.0
0.175,0.063
0.231,0.0
0.0,0.275
0.171,0.0
0.0,0.247
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.18
0.0,0.0
0.0,0.238
0.0,0.0
0.0,0.183
0.144,0.198
0.259,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.273,0.149
0.169,0.113
0.0,0.0
0.345,0.0
0.0,0.109
0.0,0.175
0.217,0.0
0.0,0.0
0.13,0.0
0.086,0.148
0.273,0.0
0.293,0.0
0.366,0.0
0.0,0.0
0.0,0.0
0.165,0.123
0.0,0.0
0.286,0.0
0.173,0.0
0.0,0.184
0.0,0.0
0.0,0.32
0.0,0.0
0.441,0.0
0.118,0.113
0.0,0.0
0.0,0.0
0.103,0.195
0.0,0.0
0.0,0.0
0.128,0.12
0.09,0.079
0.0,0.0
0.0,0.158
0.0,0.0
0.0,0.0
0.0,0.158
0.0,0.0
0.193,0.166
0.282,0.111
0.216,0.181
0.104,0.218
0.0,0.0
0.125,0.208
0.0,0.0
0.205,0.0
0.158,0.136
0.0,0.0
0.0,0.091
0.133,0.0
0.186,0.0
0.0,0.291
0.0,0.31
0.0,0.0
0.308,0.155
0.389,0.0
0.0,0.0
0.124,0.0
0.173,0.086
0.13,0.0
0.102,0.156
0.0,0.0
0.0,0.412
0.137,0.0
0.0,0.0
0.0,0.265
0.0,0.167
0.0,0.259
0.0,0.0
0.0,0.0
0.047,0.153
0.0,0.159
0.0,0.0
0.416,0.0
0.172,0.0
0.0,0.139
0.217,0.0
0.128,0.0
0.0,0.0
0.304,0.095
0.0,0.285
0.092,0.198
0.0,0.474
0.0,0.0
0.0,0.183
0.0,0.0
0.213,0.0
0.455,0.0
0.0,0.0
0.144,0.0
0.146,0.0
0.0,0.0
0.143,0.098
0.113,0.118
0.0,0.315
0.389,0.0
