0.09,0.155
0.0,0.0
0.0,0.126
0.247,0.076
0.087,0.0
0.0,0.0
0.0,0.0
0.187,0.0
0.123,0.126
0.087,0.0
0.0,0.193
0.116,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.134
0.0,0.0
0.0,0.0
0.138,0.0
0.118,0.0
0.0,0.216
0.0,0.0
0.0,0.0
0.0,0.0
0.091,0.0
0.116,0.128
0.0,0.0
0.115,0.0
0.153,0.0
0.0,0.0
0.0,0.0
0.104,0.0
0.234,0.175
0.0,0.14
0.0,0.306
0.0,0.188
0.0,0.0
0.2,0.0
0.0,0.197
0.0,0.0
0.101,0.0
0.0,0.0
0.269,0.173
0.0,0.0
0.0,0.221
0.0,0.0
0.17,0.0
0.0,0.0
0.0,0.0
0.244,0.0
0.0,0.0
0.0,0.528
0.0,0.0
0.105,0.097
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.602,0.0
0.0,0.158
0.092,0.257
0.0,0.148
0.052,0.185
0.0,0.0
0.0,0.0
0.0,0.0
0.109,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.257
0.0,0.141
0.0,0.0
0.0,0.0
0.144,0.11
0.097,0.105
0.162,0.0
0.241,0.314
0.0,0.0
0.293,0.0
0.063,0.238
0.0,0.0
0.104,0.0
0.298,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.132,0.181
0.0,0.0
0.0,0.0
0.0,0.402
0.0,0.0
0.195,0.12
0.0,0.0
0.252,0.0
0.0,0.412
0.0,0.0
0.097,0.186
0.058,0.125
0.107,0.288
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.444
0.0,0.0
0.16,0.0
0.0,0.33
0.234,0.0
0.0,0.0
0.133,0.0
0.0,0.0
0.0,0.0
0.123,0.087
0.0,0.0
0.131,0.332
0.107,0.288
0.258,0.12
0.0,0.0
0.0,0.0
0.426,0.0
0.0,0.0
0.0,0.25
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.163
0.0,0.188
0.0,0.226
0.207,0.0
0.0,0.0
0.0,0.096
0.0,0.0
0.0,0.216
0.231,0.0
0.0,0.0
0.0,0.0
0.42,0.0
0.0,0.327
0.0,0.0
0.0,0.0
0.0,0.148
0.0,0.148
0.177,0.12
0.0,0.134
0.0,0.0
0.0,0.0
0.161,0.0
0.0,0.0
0.0,0.267
0.0,0.389
0.0,0.0
0.0,0.0
0.0,0.0
0.11,0.0
0.0,0.0
0.11,0.0
0.0,0.452
0.082,0.212
0.0,0.0
0.19,0.131
0.0,0.0
0.0,0.0
0.0,0.402
0.0,0.297
0.0,0.0
0.071,0.0
0.0,0.0
0.0,0.306
0.109,0.088
0.0,0.0
0.0,0.0
0.0,0.0
0.131,0.124
0.428,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.16,0.0
0.0,0.0
0.0,0.0
0.221,0.149
0.329,0.0
0.0,0.167
0.0,0.0
0.156,0.175
0.0,0.175
0.0,0.151
0.0,0.0
0.0,0.19
0.0,0.0
0.0,0.096
0.054,0.108
0.0,0.0
0.0,0.0
0.101,0.089
0.0,0.0
0.0,0.0
0.0,0.144
0.0,0.074
0.0,0.0
0.131,0.1
0.0,0.0
0.126,0.0
0.0,0.0
0.0,0.0
0.0,0.446
0.0,0.0
0.403,0.0
0.0,0.0
0.0,0.0
0.255,0.124
0.0,0.147
0.0,0.0
0.13,0.0
0.22,0.0
0.0,0.0
0.0,0.246
0.0,0.0
0.128,0.341
0.097,0.186
0.123,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.099,0.0
0.0,0.197
0.0,0.0
0.126,0.222
0.293,0.087
0.0,0.0
0.0,0.0
0.0,0.218
0.237,0.186
0.0,0.0
0.085,0.186
0.0,0.246
0.208,0.0
0.0,0.105
0.0,0.148
0.119,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.146
0.0,0.0
0.0,0.0
0.138,0.0
0.191,0.0
0.0,0.0
0.0,0.0
0.072,0.292
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.126
0.0,0.268
0.0,0.0
0.0,0.0
0.242,0.0
0.0,0.0
0.0,0.0
0.144,0.263
0.0,0.261
0.0,0.0
0.0,0.231
0.0,0.15
0.0,0.0
0.0,0.0
0.244,0.0
0.0,0.0
0.0,0.231
0.0,0.0
0.0,0.0
0.154,0.093
0.191,0.0
0.101,0.089
0.0,0.0
0.0,0.242
0.0,0.168
0.0,0.27
0.0,0.31
0.0,0.0
0.0,0.179
0.0,0.103
0.0,0.159
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.244
0.0,0.181
0.0,0.0
0.602,0.0
0.0,0.0
0.0,0.0
